=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.21 17:05:17 =~=~=~=~=~=~=~=~=~=~=~=,,,
X,Y,Z,M
0.1,-0.59,0.69,0.91
0.29,-0.29,0.59,0.72
0,-0.49,0.59,0.77
0,-0.29,0.59,0.66
0.1,-0.69,1.08,1.28
0.2,-0.39,0.59,0.73
0,-0.29,0.49,0.57
0.1,-0.39,0.59,0.71
0,-0.29,0.49,0.57
0.1,-0.29,0.39,0.5
0.2,-0.59,0.69,0.92
0.1,0,0.59,0.6
0.2,-0.69,0.59,0.92
0.1,0,0.39,0.4
0,-0.29,0.59,0.66
0.1,-0.69,0.78,1.05
0.1,-0.1,0.69,0.7
0,-0.39,0.88,0.96
0,-0.39,0.59,0.71
0.1,0,0.59,0.6
0.29,-0.49,0.69,0.89
0.1,-0.39,0.78,0.88
0,-0.29,0.49,0.57
0,-0.39,0.49,0.63
0.2,-0.78,0.69,1.06
0.2,-0.39,0.69,0.81
0,-0.49,0.69,0.84
0,-0.49,0.59,0.77
0.29,-0.29,0.49,0.64
0,-0.2,0.49,0.53
0.29,0,0.29,0.42
0,-0.49,0.69,0.84
0.2,-0.49,0.39,0.66
0,-0.39,0.49,0.63
0,-0.29,0.78,0.84
0,-0.29,0.59,0.66
0.2,-0.49,0.69,0.87
0.2,-0.29,0.69,0.77
0.2,-0.59,0.78,1
0.1,-0.49,0.59,0.77
0.2,-0.49,0.29,0.6
0,-0.49,0.78,0.92
0,-0.49,0.49,0.69
0.2,-0.69,0.69,0.99
0,-0.69,0.29,0.75
0.1,-0.49,0.49,0.7
0,-0.29,0.49,0.57
0.29,-0.59,0.88,1.1
0,-0.49,0.59,0.77
0,0,0.88,0.88
0.2,-0.49,0.59,0.79
0.1,-0.39,0.59,0.71
0.1,-0.39,0.78,0.88
0,-0.2,0.69,0.71
0,-0.29,0.59,0.66
0,-0.39,0.49,0.63
0.1,-0.29,0.69,0.75
0.1,-0.59,0.98,1.15
0.1,-0.59,0.88,1.06
0.2,-0.49,0.88,1.03
0.2,-0.49,0.69,0.87
0,-0.2,0.59,0.62
0.1,-0.49,0.88,1.01
0.2,-0.39,0.69,0.81
0.1,-0.49,0.69,0.85
0.1,-0.39,0.49,0.63
0.2,-0.2,0.29,0.4
0,-0.69,0.88,1.12
0,0,0.39,0.39
0.1,-0.39,0.88,0.97
0,-0.29,0.59,0.66
0,-0.39,0.69,0.79
0.1,0,0.49,0.5
0,-0.29,0.69,0.75
0.2,-0.49,0.29,0.6
0,0,0.49,0.49
0,-0.39,0.78,0.88
0,-0.59,0.49,0.77
0,-0.2,0.98,1
0.2,-0.29,0.49,0.6
0.1,-0.49,0.49,0.7
0.1,-0.59,0.59,0.84
0.1,-0.2,0.78,0.81
0.1,-0.39,0.69,0.8
0,-0.49,0.69,0.84
0.2,-0.29,0.49,0.6
0.1,-0.59,0.78,0.98
0.2,-0.29,0.69,0.77
0,-0.39,0.49,0.63
0.2,-0.49,0.69,0.87
0.2,-0.49,0.39,0.66
0.1,-0.49,0.39,0.63
0.1,-0.2,0.29,0.37
0,-0.49,0.59,0.77
0.1,-0.59,0.49,0.77
0.1,-0.39,0.59,0.71
0.1,-0.59,0.69,0.91
0,-0.49,0.88,1.01
0,-0.49,0.59,0.77
0.2,-0.59,0.49,0.79
0.1,-0.39,0.49,0.63
0,-0.29,0.69,0.75
0.1,-0.69,0.88,1.12
0.1,-0.39,0.59,0.71
0.29,-0.39,0.88,1.01
0,-0.2,0.69,0.71
0,-0.39,0.59,0.71
0.1,-0.59,1.18,1.32
0.1,-0.49,0.78,0.93
0,-0.2,0.69,0.71
0,-0.39,0.78,0.88
0.2,-0.49,0.59,0.79
0,-0.49,0.69,0.84
0,-0.49,0.78,0.92
0.1,-0.49,0.39,0.63
0.29,-0.39,0.59,0.77
0.1,-0.39,0.49,0.63
0,-0.39,0.59,0.71
0,0,0.49,0.49
0.2,-0.29,0.29,0.46
0.1,-0.59,0.69,0.91
0.1,-0.39,0.69,0.8
0.1,-0.49,0.39,0.63
0,-0.39,0.49,0.63
0,0,0.88,0.88
0.29,-0.39,0.98,1.1
0.1,-0.29,0.59,0.66
0,-0.49,0.59,0.77
0,-0.69,0.78,1.04
0,-0.29,0.59,0.66
0,-0.59,0.59,0.83
0.1,-0.69,0.78,1.05
0,-0.39,0.49,0.63
0.29,-0.29,0.69,0.8
0.1,-0.29,0.69,0.75
0.1,-0.49,0.69,0.85
0.29,-0.2,0.88,0.95
0.2,-0.39,0.2,0.48
0.1,-0.49,0.88,1.01
0,-0.39,0.39,0.55
0.2,-0.59,0.69,0.92
0.1,-0.39,0.39,0.56
0,-0.59,0.59,0.83
0.2,-0.39,0.88,0.98
0,-0.39,0.59,0.71
0.1,-0.59,0.69,0.91
0.1,-0.49,0.78,0.93
0.1,-0.39,1.08,1.15
0.1,-0.69,0.59,0.91
0,-0.49,0.69,0.84
0,-0.39,0.59,0.71
0.2,-0.29,0.69,0.77
0,-0.49,0.59,0.77
0,-0.39,0.78,0.88
0.2,-0.59,0.59,0.85
0.39,-0.39,0.59,0.81
0,0,0.78,0.78
0.1,-0.69,1.08,1.28
0,-0.39,0.78,0.88
0,0,0.78,0.78
0,-0.29,0.59,0.66
0.1,-0.39,0.49,0.63
0,-0.49,0.59,0.77
0,-0.2,0.49,0.53
0.1,-0.39,0.69,0.8
0.39,-0.78,0.78,1.18
0,-0.49,0.88,1.01
0.39,-0.29,0.59,0.77
0.2,-0.59,0.69,0.92
0.2,-0.49,0.59,0.79
0,-0.29,0.39,0.49
0.1,-0.39,0.59,0.71
0.1,-0.59,0.69,0.91
0,-0.59,0.69,0.9
0,-0.49,0.29,0.57
0.2,-0.69,0.69,0.99
0,-0.2,0.69,0.71
0,-0.39,0.59,0.71
0.1,-0.2,0.39,0.45
0,-0.39,0.59,0.71
0.2,-0.69,0.69,0.99
0.1,-0.39,0.88,0.97
0,-0.39,0.78,0.88
0,-0.49,0.78,0.92
0.29,-0.49,0.69,0.89
0.2,-0.29,0.59,0.69
0,-0.49,0.78,0.92
0.1,-0.29,0.78,0.84
0.1,-0.49,0.49,0.7
0.2,-0.39,0.49,0.66
0,-0.29,0.59,0.66
0,-0.29,0.39,0.49
0.1,-0.69,0.69,0.97
0,-0.59,0.49,0.77
0.1,-0.39,0.49,0.63
0,-0.29,0.78,0.84
0.2,-0.39,0.59,0.73
0,-0.39,0.69,0.79
0,-0.49,0.49,0.69
0,-0.49,0.69,0.84
0.1,-0.39,0.59,0.71
0,-0.29,0.69,0.75
0,-0.49,0.98,1.1
0,-0.29,0.49,0.57
0,-0.59,0.49,0.77
0.1,-0.59,0.69,0.91
0,-0.49,0.39,0.63
0.2,-0.39,0.59,0.73
0.29,-0.69,0.39,0.84
0.1,-0.39,0.78,0.88
0,-0.39,0.39,0.55
0.2,-0.49,0.29,0.6
0.1,0,0.49,0.5
0,-0.49,0.88,1.01
0.1,-0.78,0.29,0.84
0.1,-0.49,1.18,1.28
0.1,-0.49,0.59,0.77
0,-0.49,0.49,0.69
0.2,-0.78,0.39,0.9
0.2,-0.49,0.69,0.87
0.1,0,0.59,0.6
0.2,-0.39,0.49,0.66
0,-0.29,0.59,0.66
0.2,-0.39,0.88,0.98
0.1,-0.39,0.59,0.71
0.29,-0.29,0.69,0.8
0,-0.49,0.49,0.69
0,0,0.49,0.49
0.29,-0.39,0.69,0.84
0.29,-0.39,0.49,0.69
0,-0.49,0.2,0.53
0,-0.49,0.78,0.92
0.1,-0.2,0.59,0.63
0.29,-0.39,0.69,0.84
0,-0.2,0.59,0.62
0.1,-0.29,0.59,0.66
0,0,0.78,0.78
0.1,-0.2,0.59,0.63
0.1,-0.59,0.78,0.98
0.29,-0.49,0.69,0.89
0,-0.49,0.49,0.69
0.2,-0.49,0.59,0.79
0,0,0.69,0.69
0.29,-0.69,0.59,0.95
0.2,-0.39,0.98,1.07
0.2,-0.29,0.69,0.77
0.1,-0.39,0.59,0.71
0,-0.78,0.69,1.04
0,-0.29,0.69,0.75
0.2,-0.39,0.69,0.81
0,-0.49,0.59,0.77
0.29,-0.39,0.69,0.84
0.1,-0.29,0.78,0.84
0,-0.78,0.39,0.88
0,-0.59,0.39,0.71
0,-0.29,0.49,0.57
0,-0.39,0.59,0.71
0.2,-0.59,0.88,1.08
0.29,0,0.59,0.66
0,-0.39,0.59,0.71
0.1,-0.2,0.69,0.72
0,-0.29,0.59,0.66
0,-0.39,0.59,0.71
0,-0.49,0.69,0.84
0.1,-0.39,0.69,0.8
0.2,-0.39,0.78,0.9
0,-0.39,0.78,0.88
0,-0.39,0.59,0.71
0.1,-0.29,0.59,0.66
0.2,-0.59,0.69,0.92
0,-0.39,0.59,0.71
0.1,-0.39,0.69,0.8
0.1,-0.39,0.78,0.88
0,-0.29,0.69,0.75
0.2,-0.59,0.78,1
0.1,-0.39,0.29,0.5
0,-0.69,0.49,0.84
0,-0.39,0.49,0.63
0.29,-0.29,0.88,0.97
0.1,-0.39,0.69,0.8
0.1,-0.29,0.59,0.66
0.2,0,0.59,0.62
0.1,-0.29,0.39,0.5
0.2,-0.49,0.49,0.72
0.1,-0.49,0.59,0.77
0.2,-0.59,0.59,0.85
0.1,-0.39,0.69,0.8
0.2,-0.2,0.29,0.4
0,-0.2,0.59,0.62
0,-0.2,1.08,1.1
0.1,-0.2,0.78,0.81
0,-0.39,0.78,0.88
0.29,-0.29,0.69,0.8
0.1,0,0.59,0.6
0.2,0,0.49,0.53
0.2,-0.29,0.59,0.69
0.1,-0.49,1.08,1.19
0.1,-0.39,0.49,0.63
0,-0.59,0.69,0.9
0,-0.39,0.59,0.71
0,-0.29,0.69,0.75
0,-0.39,0.78,0.88
0.2,-0.39,0.49,0.66
0.29,-0.49,0.59,0.82
0.1,-0.49,0.49,0.7
0,-0.29,0.78,0.84
0.2,-0.49,0.49,0.72
0.2,-0.59,0.69,0.92
0,-0.29,0.78,0.84
0,-0.49,0.69,0.84
0.1,-0.69,0.69,0.97
0,-0.59,0.88,1.06
0,-0.2,0.78,0.81
0.1,-0.29,0.88,0.93
0,-0.49,0.88,1.01
0,-0.59,0.69,0.9
0.1,0,0.69,0.69
0.1,-0.59,0.78,0.98
0,-0.29,0.78,0.84
0,,,
